tipo_credito,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,prediction,timestamp
4,828000,6,45,Empleado,2200000,1500000,122767,751.0,6,5,0.0,-12874.14,16398.0,0.0,5,1,0,1110789.0,Creciente,0.9620158672332764,2026-07-23 12:53:30.874512
4,1993611,8,49,Independiente,5300000,1200000,227296,801.0,4,2,0.0,3127.708,1828.0,0.0,2,1,1,1305479.0,Decreciente,0.9427159428596497,2026-07-23 12:53:30.874512
4,2954882,12,49,Empleado,3897500,2500000,231859,834.0,9,2,0.0,48796.502,24173.0,0.0,6,0,0,7383976.0,Creciente,0.9898020625114441,2026-07-23 12:53:30.874512
4,3403008,36,32,Empleado,2700000,600000,110901,790.0,8,7,0.0,156719.175,128775.0,0.0,6,1,0,2227320.0,Decreciente,0.8222879767417908,2026-07-23 12:53:30.874512
4,951900,6,27,Independiente,2000000,900000,141383,742.0,7,2,0.0,23374.32,68748.0,0.0,5,0,0,925157.0,Creciente,0.9683066606521606,2026-07-23 12:53:30.874512
9,1673477,9,36,Empleado,3000000,1500000,156663,725.0,6,4,0.0,-4228.014,28762.0,0.0,3,1,2,1588750.0,Creciente,0.9361975193023682,2026-07-23 12:53:30.874512
4,4341061,12,43,Empleado,4100000,1000000,340628,766.0,2,4,0.0,25724.04,25330.0,0.0,1,0,1,998173.0,Estable,0.773686408996582,2026-07-23 12:53:30.874512
4,1436280,12,29,Empleado,1500000,900000,112840,767.0,1,3,0.0,24.992,352.0,0.0,0,0,1,1219446.0,Creciente,0.8966535329818726,2026-07-23 12:53:30.874512
4,2308681,6,40,Empleado,5000000,1000000,342902,810.0,4,5,0.0,0.0,0.0,0.0,2,0,0,,,0.8234096169471741,2026-07-23 12:53:30.874512
4,10392000,10,44,Independiente,3460000,1030000,981676,815.0,6,4,0.0,-4042.472,13657.0,0.0,2,1,1,1327795.0,Creciente,0.9717712998390198,2026-07-23 12:53:30.874512
4,952680,6,47,Empleado,4800000,1000000,141402,802.0,2,4,0.0,-11006.21,30154.0,0.0,1,0,0,,,0.8561846017837524,2026-07-23 12:53:30.874512
4,1784280,12,51,Empleado,1100000,350000,140181,823.0,3,2,0.0,-1.276,29.0,0.0,1,0,0,908571.0,Decreciente,0.9768213629722595,2026-07-23 12:53:30.874512
4,6098400,36,37,Empleado,6000000,3000000,205841,744.0,7,9,0.0,-1356.0,11300.0,0.0,3,0,2,1800000.0,Creciente,0.5573197603225708,2026-07-23 12:53:30.874512
4,3295921,24,37,Empleado,3500000,1500000,146070,843.0,6,2,0.0,7248.396,26454.0,0.0,3,0,1,204470.0,Decreciente,0.9603917598724365,2026-07-23 12:53:30.874512
4,3005666,12,37,Independiente,4320000,4931000,241256,775.0,8,5,0.0,15578.103,9447.0,0.0,2,1,5,,,0.9372916221618652,2026-07-23 12:53:30.874512
9,2457859,11,29,Empleado,2800000,1500000,191228,749.0,4,5,0.0,16894.56,29280.0,0.0,2,0,1,3724490.0,Creciente,0.9018170833587646,2026-07-23 12:53:30.874512
9,1192596,10,36,Empleado,1500000,1800000,101310,750.0,4,9,0.0,45786.4,57233.0,0.0,3,0,0,,,0.5953210592269897,2026-07-23 12:53:30.874512
4,1132429,24,52,Empleado,1100000,520000,49543,830.0,6,5,0.0,70399.53,8760.0,0.0,1,5,0,981390.0,Decreciente,0.9825327396392822,2026-07-23 12:53:30.874512
9,2349959,5,65,Independiente,4000000,2000000,380570,875.0,6,2,0.0,3707.729,15850.0,0.0,6,0,0,1284518.0,Creciente,0.7826446890830994,2026-07-23 12:53:30.874512
4,1648801,6,42,Independiente,5000000,2500000,244892,910.0,2,6,0.0,9472.572,11358.0,0.0,1,0,1,918689.0,Creciente,0.7859228253364563,2026-07-23 12:53:30.874512
4,2065080,6,45,Independiente,3000000,500000,307744,797.0,2,3,0.0,-323.741,1549.0,0.0,1,0,0,928853.0,Creciente,0.8564029932022095,2026-07-23 12:53:30.874512
4,3600001,6,59,Empleado,5000000,2000000,535184,874.0,8,0,0.0,204132.521,184069.0,0.0,6,0,2,,,0.8437471985816956,2026-07-23 12:53:30.874512
9,4161982,10,35,Independiente,3000000,1500000,352444,681.0,8,2,0.0,51141.321,111419.0,,2,0,3,,,0.7235907912254333,2026-07-23 12:53:30.874512
9,2172231,4,45,Independiente,5000000,3000000,436943,762.0,14,9,0.0,23714.603,110348.0,0.0,8,0,3,950105.0,Creciente,0.868391752243042,2026-07-23 12:53:30.874512
4,1848000,24,28,Empleado,1100000,500000,81901,782.0,3,4,0.0,2761.68,6220.0,0.0,2,0,0,972362.0,Creciente,0.817402184009552,2026-07-23 12:53:30.874512
4,2107082,12,25,Empleado,2000000,700000,146325,793.0,5,2,0.0,26810.498,14422.0,0.0,3,0,0,166667.0,Creciente,0.9830818772315979,2026-07-23 12:53:30.874512
10,1454762,6,39,Empleado,1520000,500000,217146,760.0,1,8,0.0,1337.938,842.0,0.0,0,0,1,1820770.0,Creciente,0.8112325072288513,2026-07-23 12:53:30.874512
9,2105297,10,39,Empleado,3000000,1000000,179030,834.0,6,4,0.0,66168.585,136995.0,0.0,5,0,0,,,0.9918938279151917,2026-07-23 12:53:30.874512
4,1031881,12,40,Independiente,2000000,300000,71658,750.0,5,5,0.0,12348.23,9455.0,0.0,2,0,0,688965.0,Decreciente,0.7684486508369446,2026-07-23 12:53:30.874512
9,3231909,7,122,Empleado,10882091,1326704,379618,0.0,0,0,,0.0,,,0,0,0,,,0.2381083369255066,2026-07-23 12:53:30.874512
4,1200000,12,59,Empleado,1500000,300000,94160,817.0,5,9,0.0,-3.225,1075.0,0.0,2,0,1,908526.0,Estable,0.8385952115058899,2026-07-23 12:53:30.874512
4,2639880,12,44,Empleado,7000000,2800000,207658,739.0,2,5,0.0,3330.32,3130.0,0.0,1,0,0,931394.0,Creciente,0.8780668377876282,2026-07-23 12:53:30.874512
4,1722001,6,50,Independiente,8000000,800000,257893,764.0,1,0,0.0,4642.974,4473.0,0.0,1,0,0,,,0.6012518405914307,2026-07-23 12:53:30.874512
4,1193881,6,54,Empleado,2000000,300000,165817,797.0,1,6,0.0,2254.56,2440.0,0.0,1,0,0,1224635.0,Decreciente,0.8032605051994324,2026-07-23 12:53:30.874512
4,2064482,18,46,Empleado,3200000,700000,113748,886.0,5,4,0.0,138911.7,76116.0,0.0,3,0,2,,,0.9931570887565613,2026-07-23 12:53:30.874512
4,652680,6,57,Empleado,2000000,0,90650,841.0,5,0,0.0,4270.153,60143.0,0.0,3,0,1,916148.0,Creciente,0.9864552021026611,2026-07-23 12:53:30.874512
4,3276000,12,48,Empleado,2740000,751000,263681,854.0,7,3,0.0,-4010.51,17066.0,0.0,4,0,1,1245707.0,Creciente,0.9721562266349792,2026-07-23 12:53:30.874512
9,843306,11,69,Independiente,3300000,1400000,65686,877.0,4,2,0.0,8911.292,5317.0,0.0,3,0,1,4616436.0,Creciente,0.9242417812347412,2026-07-23 12:53:30.874512
4,1961393,6,50,Independiente,15000000,7500000,291504,876.0,9,8,0.0,231026.26,122715.0,0.0,5,0,3,917673.0,Creciente,0.33741191029548645,2026-07-23 12:53:30.874512
9,1679721,10,48,Empleado,3000000,1200000,142990,830.0,3,3,0.0,2223.361,1603.0,0.0,3,0,0,,,0.9775704145431519,2026-07-23 12:53:30.874512
4,3272640,12,28,Empleado,2086637,230000,261018,740.0,3,5,0.0,-109.305,3123.0,0.0,3,0,0,1865394.0,Decreciente,0.6203750967979431,2026-07-23 12:53:30.874512
4,5600000,6,27,Independiente,2160000,526000,842904,730.0,9,9,0.0,1917.993,4807.0,0.0,5,0,3,939017.0,Decreciente,0.6597755551338196,2026-07-23 12:53:30.874512
9,2409707,10,26,Empleado,2000000,625000,205132,730.0,4,3,0.0,20931.081,15893.0,0.0,1,0,1,922222.0,Creciente,0.840789794921875,2026-07-23 12:53:30.874512
9,964021,8,31,Independiente,2000000,700000,100588,757.0,4,1,0.0,10926.712,6338.0,0.0,0,1,0,,,0.8725070357322693,2026-07-23 12:53:30.874512
9,2231921,10,35,Empleado,4000000,2000000,189997,831.0,4,2,0.0,7386.828,49911.0,0.0,1,0,1,2767068.0,Creciente,0.9928587675094604,2026-07-23 12:53:30.874512
4,5071200,6,41,Empleado,5000000,1000000,751906,788.0,4,2,0.0,846.22,7295.0,0.0,0,0,3,,,0.9193384051322937,2026-07-23 12:53:30.874512
10,504481,6,26,Empleado,4734155,497000,75934,723.0,7,9,0.0,11296.95,6704.0,0.0,2,0,4,1320000.0,Creciente,0.5895341038703918,2026-07-23 12:53:30.874512
4,2976601,6,25,Empleado,6500000,3500000,441299,830.0,3,11,0.0,235936.302,160174.0,0.0,1,0,2,3538125.0,Creciente,0.8901371359825134,2026-07-23 12:53:30.874512
4,2228881,12,39,Empleado,2000000,127000,179432,851.0,3,5,0.0,0.0,0.0,0.0,1,0,0,2000000.0,Estable,0.9455022215843201,2026-07-23 12:53:30.874512
4,622213,6,46,Empleado,1730000,739000,95399,731.0,10,6,0.0,-325.248,3696.0,0.0,0,0,10,,,0.868724524974823,2026-07-23 12:53:30.874512
4,684601,12,48,Independiente,3800000,1150000,53718,809.0,1,5,0.0,53699.515,48161.0,0.0,1,0,0,726821.0,Decreciente,0.7831875085830688,2026-07-23 12:53:30.874512
4,2640001,6,29,Independiente,6000000,4000000,391962,843.0,9,4,0.0,105609.956,119942.0,0.0,6,0,2,1170268.0,Creciente,0.9117916226387024,2026-07-23 12:53:30.874512
4,3679562,6,33,Empleado,6110400,2610000,553842,865.0,6,3,0.0,153481.602,209103.0,0.0,3,0,1,5911271.0,Creciente,0.8916428685188293,2026-07-23 12:53:30.874512
4,835080,6,33,Empleado,1200000,200000,124032,725.0,4,7,0.0,-49.504,364.0,0.0,1,0,3,1142204.0,Creciente,0.9618450999259949,2026-07-23 12:53:30.874512
9,2239777,11,56,Independiente,3000000,2300000,175057,797.0,6,7,0.0,-26.056,13028.0,0.0,2,0,2,,,0.9610496163368225,2026-07-23 12:53:30.874512
4,1552680,6,46,Empleado,1300000,700000,231762,780.0,14,4,0.0,-3449.965,14435.0,0.0,3,0,9,1617480.0,Decreciente,0.85283362865448,2026-07-23 12:53:30.874512
4,1549946,6,46,Independiente,5140000,2729000,236064,740.0,6,3,0.0,121741.795,65629.0,0.0,2,0,3,,,0.8384287357330322,2026-07-23 12:53:30.874512
9,3407909,11,38,Empleado,5000000,2500000,265599,812.0,7,3,0.0,-1384.968,60216.0,0.0,5,1,0,1200000.0,Estable,0.975524365901947,2026-07-23 12:53:30.874512
4,2672402,12,42,Independiente,6000000,2000000,209955,798.0,6,1,0.0,53163.396,29601.0,0.0,4,0,0,,,0.8781276941299438,2026-07-23 12:53:30.874512
9,3048867,11,47,Independiente,3400000,1400000,237887,809.0,2,1,0.0,72832.32,39930.0,0.0,0,0,1,918689.0,Creciente,0.9761670827865601,2026-07-23 12:53:30.874512
4,1785841,6,42,Empleado,1200000,300000,264786,826.0,4,4,0.0,3753.183,3997.0,0.0,3,0,0,,,0.9301009178161621,2026-07-23 12:53:30.874512
4,1993082,12,46,Empleado,2000000,500000,138408,715.0,5,4,0.0,955.0,1910.0,0.0,0,0,3,916149.0,Creciente,0.672261655330658,2026-07-23 12:53:30.874512
9,1999677,9,23,Independiente,2000000,1000000,186753,664.0,1,0,0.0,0.0,0.0,,0,0,1,,,0.12313901633024216,2026-07-23 12:53:30.874512
9,1604400,8,44,Independiente,5000000,2000000,167190,844.0,10,5,0.0,10841.449,148513.0,0.0,8,0,1,5587797.0,Creciente,0.398095041513443,2026-07-23 12:53:30.874512
9,5467141,10,56,Independiente,3500000,1000000,505342,781.0,4,4,0.0,-15101.248,27019.0,0.0,2,0,1,977131.0,Creciente,0.9074079394340515,2026-07-23 12:53:30.874512
9,1761703,5,29,Empleado,4685833,861000,286549,887.0,5,5,0.0,29481.795,34083.0,0.0,4,0,1,6425333.0,Creciente,0.9363829493522644,2026-07-23 12:53:30.874512
4,1860001,10,59,Independiente,3000000,1200000,172015,761.0,7,4,0.0,3837.195,3195.0,0.0,2,0,0,840386.0,Estable,0.9245890974998474,2026-07-23 12:53:30.874512
4,4191481,6,54,Independiente,2500000,900000,621697,779.0,2,0,0.0,0.0,0.0,0.0,1,0,0,991859.0,Creciente,0.9071341753005981,2026-07-23 12:53:30.874512
9,5068053,9,41,Empleado,3000000,1800000,475126,829.0,4,5,0.0,-63173.25,160972.0,0.0,2,0,1,2944192.0,Estable,0.9902542233467102,2026-07-23 12:53:30.874512
4,1260000,6,44,Empleado,2520000,409000,191277,825.0,6,5,0.0,-2649.398,23446.0,0.0,4,0,1,151421.0,Creciente,0.9534009695053101,2026-07-23 12:53:30.874512
4,4636681,18,31,Empleado,7000000,2000000,256629,703.0,15,5,0.0,20812.041,30561.0,0.0,6,0,3,2654912.0,Decreciente,0.13664507865905762,2026-07-23 12:53:30.874512
4,1414800,6,41,Empleado,6020000,2672000,212954,855.0,13,6,0.0,6457.073,131777.0,0.0,12,0,0,669000.0,Creciente,0.9271731972694397,2026-07-23 12:53:30.874512
4,3275763,12,59,Empleado,7000000,2600000,257678,781.0,12,2,0.0,283534.524,137902.0,0.0,10,0,1,5033600.0,Creciente,0.9193496704101562,2026-07-23 12:53:30.874512
4,4113602,6,46,Independiente,12000000,3500000,610564,878.0,9,7,0.0,278380.644,162132.0,0.0,5,1,1,1378277.0,Creciente,0.8771893978118896,2026-07-23 12:53:30.874512
9,3763631,9,52,Empleado,5000000,1500000,352332,852.0,7,6,0.0,190201.046,334.0,0.0,4,0,0,1517766.0,Creciente,0.8150743246078491,2026-07-23 12:53:30.874512
4,1335242,6,44,Empleado,2800000,800000,198184,760.0,4,0,0.0,13200.054,7309.0,0.0,2,0,0,,,0.965604305267334,2026-07-23 12:53:30.874512
10,8640001,36,28,Empleado,1300000,400000,279360,795.0,1,2,0.0,0.0,0.0,0.0,1,0,0,738934.0,Creciente,0.7848389148712158,2026-07-23 12:53:30.874512
4,4676102,12,54,Empleado,5000000,2500000,366918,823.0,3,3,0.0,37648.83,24933.0,0.0,2,0,0,3782545.0,Creciente,0.9764525294303894,2026-07-23 12:53:30.874512
4,1800000,6,61,Independiente,1800000,450000,267531,843.0,7,5,0.0,-9542.4,22400.0,0.0,5,0,0,,,0.9053880572319031,2026-07-23 12:53:30.874512
9,1528746,11,34,Empleado,3100000,1500000,118940,763.0,3,0,0.0,51605.4,4748.0,0.0,0,2,0,1422698.0,Creciente,0.9841449856758118,2026-07-23 12:53:30.874512
4,840001,6,49,Independiente,1000,2439000,125802,876.0,6,4,0.0,82760.787,59583.0,0.0,4,0,1,1000.0,Estable,0.9857834577560425,2026-07-23 12:53:30.874512
4,1475109,6,49,Empleado,6000000,1500000,219094,821.0,5,2,0.0,1779.615,1065.0,0.0,2,0,0,922222.0,Creciente,0.9639118909835815,2026-07-23 12:53:30.874512
9,2272641,11,53,Empleado,2500000,1500000,178031,778.0,9,4,0.0,45845.525,42647.0,0.0,5,1,2,2166667.0,Creciente,0.969654381275177,2026-07-23 12:53:30.874512
4,840000,6,31,Empleado,1550000,0,127303,797.0,0,3,0.0,0.0,,,0,0,0,1349153.0,Creciente,0.7430539131164551,2026-07-23 12:53:30.874512
4,840001,6,63,Independiente,1500000,100000,124535,819.0,1,1,0.0,595.296,416.0,0.0,1,0,0,,,0.7451104521751404,2026-07-23 12:53:30.874512
4,2237762,6,36,Independiente,1200000,400000,332578,817.0,3,2,0.0,2228.045,1205.0,0.0,2,1,0,,,0.8415526151657104,2026-07-23 12:53:30.874512
4,4383002,12,33,Empleado,3200000,1200000,344348,810.0,7,6,0.0,131854.833,66627.0,0.0,4,0,1,3063595.0,Decreciente,0.6144168376922607,2026-07-23 12:53:30.874512
4,1960683,18,29,Empleado,4200000,1350000,108712,837.0,4,0,0.0,13250.731,7333.0,0.0,3,0,1,2543873.0,Creciente,0.9945472478866577,2026-07-23 12:53:30.874512
9,2051133,11,49,Empleado,3100000,1500000,159310,834.0,7,1,0.0,65030.766,36645.0,0.0,2,0,1,,,0.9967198967933655,2026-07-23 12:53:30.874512
4,514561,6,57,Independiente,908526,2930000,77451,835.0,15,3,0.0,91687.68,121280.0,0.0,8,1,2,966736.0,Creciente,0.9812465310096741,2026-07-23 12:53:30.874512
4,1036802,6,53,Empleado,3200000,1500000,153606,853.0,2,3,0.0,0.0,0.0,0.0,1,0,1,,,0.8781034350395203,2026-07-23 12:53:30.874512
4,3169800,12,37,Empleado,3500000,1000000,249651,802.0,10,2,0.0,21137.04,58714.0,0.0,4,0,5,3659090.0,Estable,0.9772807955741882,2026-07-23 12:53:30.874512
4,3600000,6,39,Empleado,21000000,5000000,534313,791.0,3,4,0.0,19217.615,52651.0,0.0,2,0,0,908526.0,Creciente,0.36870110034942627,2026-07-23 12:53:30.874512
4,600001,6,35,Independiente,2500000,400000,83333,719.0,10,4,0.0,22119.615,23407.0,0.0,3,1,4,1450000.0,Decreciente,0.7619799375534058,2026-07-23 12:53:30.874512
4,1200001,6,60,Empleado,10000000,820000,178838,830.0,5,5,0.0,87251.05,64253.0,0.0,3,0,0,833333.0,Creciente,0.8547578454017639,2026-07-23 12:53:30.874512
10,1200001,6,48,Empleado,1000000,350000,178838,791.0,1,2,0.0,54176.12,40190.0,0.0,0,1,0,956288.0,Creciente,0.9715023636817932,2026-07-23 12:53:30.874512
4,1200001,6,69,Empleado,4000000,2000000,178233,872.0,2,1,0.0,0.0,0.0,0.0,1,0,0,,,0.795302152633667,2026-07-23 12:53:30.874512
9,793065,4,24,Empleado,2000000,0,161738,742.0,2,10,0.0,13060.0,20000.0,0.0,1,0,0,4031256.0,Decreciente,0.9063887596130371,2026-07-23 12:53:30.874512
4,1657200,12,58,Empleado,6000000,2000000,129786,775.0,14,6,0.0,31855.824,234884.0,0.0,2,8,2,5353458.0,Creciente,0.6310985088348389,2026-07-23 12:53:30.874512
4,3282001,12,30,Independiente,2000000,1000000,258275,759.0,5,6,0.0,26356.512,21119.0,0.0,2,0,1,,,0.6138922572135925,2026-07-23 12:53:30.874512
4,952802,12,54,Empleado,1200000,800000,74794,836.0,1,2,0.0,8043.22,4052.0,0.0,0,1,0,1541920.0,Creciente,0.9155216217041016,2026-07-23 12:53:30.874512
4,2126479,6,65,Empleado,2000000,200000,316146,872.0,8,2,0.0,3414.797,4547.0,0.0,5,0,0,1833333.0,Creciente,0.79600989818573,2026-07-23 12:53:39.265281
4,2090760,10,42,Empleado,1800000,500000,193060,759.0,5,11,0.0,6160.801,13907.0,0.0,3,0,1,1831122.0,Estable,0.7565188407897949,2026-07-23 12:53:39.265281
4,4530960,6,43,Independiente,8000000,4000000,629300,825.0,7,0,0.0,-23927.108,145897.0,0.0,5,0,0,916148.0,Creciente,0.8317891955375671,2026-07-23 12:53:39.265281
9,8262621,9,33,Empleado,10000000,5500000,773505,792.0,9,4,0.0,344038.24,236290.0,0.0,5,0,2,1000000.0,Decreciente,0.9166863560676575,2026-07-23 12:53:39.265281
9,2560877,11,36,Independiente,10000000,5000000,201409,771.0,3,6,0.0,37080.891,88923.0,0.0,2,0,1,,,0.9089508056640625,2026-07-23 12:53:39.265281
9,4263671,10,24,Independiente,2000000,1113000,369641,685.0,15,21,0.0,58333.8,96900.0,0.0,8,0,4,981705.0,Creciente,0.5657392144203186,2026-07-23 12:53:39.265281
4,1788001,10,53,Independiente,1200000,120000,165862,750.0,2,3,0.0,677.166,701.0,0.0,0,0,2,,,0.648760199546814,2026-07-23 12:53:39.265281
10,1152001,12,61,Independiente,1200000,0,90221,872.0,8,2,0.0,5381.232,4737.0,0.0,1,0,6,,,0.9201653003692627,2026-07-23 12:53:39.265281
4,2455490,8,54,Independiente,1750000,237000,282955,823.0,3,2,0.0,1897.291,1903.0,0.0,1,0,2,,,0.7338755130767822,2026-07-23 12:53:39.265281
4,3018558,12,45,Independiente,6000000,2000000,237544,840.0,2,2,0.0,716.16,373.0,0.0,1,0,0,933473.0,Creciente,0.9461343884468079,2026-07-23 12:53:39.265281
4,492000,6,26,Empleado,1200000,350000,73684,727.0,4,9,0.0,74.536,847.0,0.0,0,0,2,1291295.0,Decreciente,0.47965753078460693,2026-07-23 12:53:39.265281
9,1734363,9,50,Independiente,2000000,1400000,162595,743.0,3,3,0.0,323.178,1766.0,0.0,0,0,3,,,0.7142958641052246,2026-07-23 12:53:39.265281
4,480001,6,40,Independiente,1000000,250000,71242,790.0,4,0,0.0,29.602,38.0,0.0,1,0,0,30285.0,Decreciente,0.8489631414413452,2026-07-23 12:53:39.265281
4,1953481,12,42,Independiente,5000000,150000,135658,835.0,5,3,0.0,1074.195,1971.0,0.0,4,0,0,30589.0,Creciente,0.9730300903320312,2026-07-23 12:53:39.265281
4,2513700,6,60,Empleado,2300000,300000,373353,845.0,3,2,0.0,17325.975,45475.0,0.0,1,1,1,2434027.0,Creciente,0.9575367569923401,2026-07-23 12:53:39.265281
4,945601,6,26,Independiente,2500000,1000000,140583,740.0,1,12,0.0,0.0,0.0,0.0,0,0,0,994508.0,Creciente,0.5972404479980469,2026-07-23 12:53:39.265281
4,947462,6,28,Independiente,1600000,300000,140717,780.0,3,5,0.0,146.746,239.0,0.0,1,0,0,,,0.4917055070400238,2026-07-23 12:53:39.265281
4,3583202,6,51,Independiente,9000000,790000,532566,799.0,3,2,0.0,4509.004,3002.0,0.0,1,0,1,,,0.6386734843254089,2026-07-23 12:53:39.265281
4,1655760,6,41,Independiente,15000000,3000000,245757,820.0,10,2,0.0,-19779.105,55095.0,0.0,7,0,1,,,0.9800221920013428,2026-07-23 12:53:39.265281
4,1307522,18,29,Empleado,2200000,800000,72041,762.0,8,8,0.0,139791.078,76514.0,0.0,4,0,1,,,0.9661906361579895,2026-07-23 12:53:39.265281
9,1602045,10,41,Independiente,2800000,1000000,135878,838.0,3,2,0.0,127.32,120.0,0.0,1,0,1,920104.0,Decreciente,0.9688783884048462,2026-07-23 12:53:39.265281
4,3600000,6,43,Independiente,30000000,15000000,534313,891.0,6,5,0.0,59744.228,210367.0,0.0,3,0,2,1219518.0,Decreciente,0.7201697826385498,2026-07-23 12:53:39.265281
4,2433957,6,38,Empleado,2000000,600000,360882,775.0,9,6,0.0,-9077.796,59332.0,0.0,3,1,0,2061780.0,Decreciente,0.9099438786506653,2026-07-23 12:53:39.265281
4,3600000,36,36,Empleado,2215000,294000,136947,720.0,3,3,0.0,7313.99,9484.0,0.0,0,2,1,1250000.0,Estable,0.35774457454681396,2026-07-23 12:53:39.265281
9,878881,5,60,Independiente,5000000,2000000,142747,826.0,4,1,0.0,800.88,752.0,0.0,1,0,3,,,0.9490622282028198,2026-07-23 12:53:39.265281
9,1269001,5,39,Independiente,5000000,2000000,205990,733.0,2,1,0.0,151.822,103.0,0.0,0,0,2,811282.0,Creciente,0.7304959893226624,2026-07-23 12:53:39.265281
9,2482446,10,55,Empleado,1117000,700000,210550,712.0,3,1,0.0,0.0,0.0,,0,0,3,,,0.8704158067703247,2026-07-23 12:53:39.265281
4,5012138,8,29,Empleado,2130000,174000,582276,806.0,5,3,0.0,296.361,153.0,0.0,2,0,1,1689402.0,Decreciente,0.2521395981311798,2026-07-23 12:53:39.265281
4,505201,6,43,Independiente,2800000,844000,76949,772.0,5,5,0.0,1441.785,1385.0,0.0,1,0,3,,,0.7502870559692383,2026-07-23 12:53:39.265281
4,2040000,6,51,Empleado,1000000,3151000,307088,755.0,8,9,0.0,-17560.246,58927.0,0.0,5,0,1,966736.0,Creciente,0.9749075770378113,2026-07-23 12:53:39.265281
9,1267478,10,39,Empleado,1210000,459000,108180,855.0,8,2,0.0,-529.477,2197.0,0.0,5,0,0,1210000.0,Estable,0.9759942293167114,2026-07-23 12:53:39.265281
9,878880,5,35,Independiente,5000000,2000000,142457,779.0,5,0,0.0,5081.429,16339.0,,1,0,3,,,0.7668692469596863,2026-07-23 12:53:39.265281
4,3173287,24,42,Empleado,1500000,100000,139813,869.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1292358.0,Creciente,0.3811079263687134,2026-07-23 12:53:39.265281
4,3777480,18,36,Empleado,1780000,0,174883,814.0,2,4,0.0,0.0,0.0,0.0,0,0,1,1041745.0,Decreciente,0.6843603849411011,2026-07-23 12:53:39.265281
9,1872790,11,45,Empleado,3000000,1500000,145708,778.0,5,3,0.0,51761.984,27889.0,0.0,2,0,1,916148.0,Creciente,0.9000253677368164,2026-07-23 12:53:39.265281
4,2807761,6,28,Empleado,4180000,833000,424081,844.0,2,1,0.0,6597.318,7826.0,0.0,2,0,0,3453431.0,Creciente,0.9356411695480347,2026-07-23 12:53:39.265281
9,3555916,12,35,Empleado,15000000,8000000,246939,834.0,10,4,0.0,-826.576,103322.0,0.0,4,0,1,9442954.0,Creciente,0.9746238589286804,2026-07-23 12:53:39.265281
4,1612800,8,32,Empleado,2650000,1200000,183865,765.0,6,3,0.0,-8896.728,28792.0,0.0,5,0,1,2821411.0,Creciente,0.9242929220199585,2026-07-23 12:53:39.265281
4,3225482,12,48,Empleado,2800000,1300000,223992,778.0,5,1,0.0,72078.375,39495.0,0.0,1,2,0,3269718.0,Creciente,0.9922588467597961,2026-07-23 12:53:39.265281
4,974282,6,40,Independiente,1650000,400000,145190,763.0,2,0,0.0,253.998,137.0,0.0,0,0,0,,,0.9151196479797363,2026-07-23 12:53:39.265281
9,1079987,5,53,Independiente,5000000,2000000,175054,711.0,4,1,0.0,7333.035,28757.0,,2,0,2,,,0.8015468716621399,2026-07-23 12:53:39.265281
4,1440000,12,52,Empleado,3000000,1000000,113833,849.0,2,3,0.0,11279.754,30819.0,0.0,2,0,0,1429039.0,Decreciente,0.9338593482971191,2026-07-23 12:53:39.265281
4,840000,6,31,Empleado,1550000,0,127303,797.0,0,3,0.0,0.0,,,0,0,0,1349153.0,Creciente,0.7430539131164551,2026-07-23 12:53:39.265281
9,2383546,11,43,Empleado,4500000,2300000,185658,873.0,6,2,0.0,135.936,177.0,0.0,2,0,2,925157.0,Creciente,0.9881906509399414,2026-07-23 12:53:39.265281
4,2065825,6,26,Independiente,3000000,1000000,306271,814.0,1,1,0.0,35.844,29.0,0.0,0,0,0,,,0.25053736567497253,2026-07-23 12:53:39.265281
4,816000,6,53,Empleado,2000000,800000,121391,749.0,10,10,0.0,-15481.392,36569.0,0.0,3,2,5,1640000.0,Creciente,0.9499295949935913,2026-07-23 12:53:39.265281
4,1832280,12,34,Independiente,2500000,300000,127242,756.0,6,3,0.0,-147.744,8208.0,0.0,3,0,0,916841.0,Creciente,0.8772560358047485,2026-07-23 12:53:39.265281
9,1604401,2,32,Independiente,5000000,2000000,632696,768.0,2,4,0.0,22450.797,16893.0,0.0,0,1,1,30285.0,Creciente,0.5873380899429321,2026-07-23 12:53:39.265281
9,5345110,10,40,Independiente,15040000,10351000,463397,810.0,8,4,0.0,54536.37,259697.0,0.0,7,0,1,977131.0,Creciente,0.8118619322776794,2026-07-23 12:53:39.265281
4,2019601,6,64,Empleado,3000000,1000000,299446,874.0,1,3,0.0,0.0,0.0,0.0,1,0,0,1033825.0,Creciente,0.8017617464065552,2026-07-23 12:53:39.265281
9,719785,2,47,Independiente,5000000,2000000,283931,751.0,9,23,0.0,-23527.936,91906.0,0.0,5,0,2,941789.0,Creciente,0.9276112914085388,2026-07-23 12:53:39.265281
9,586682,5,44,Independiente,5000000,2000000,95233,903.0,11,1,0.0,5560.92,3112.0,0.0,3,0,6,,,0.9286186695098877,2026-07-23 12:53:39.265281
