tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,20/11/2025 17:35,1020001,6,40,Empleado,2430000,40000,156381,95.227787,791.0,2,0,0.0,0,0.0,0.0,0,0,1,1091171,Creciente,1
4,11/01/2025 11:47,970711,6,47,Empleado,2000000,600000,143927,95.227787,800.0,1,2,0.0,0,0.0,0.0,0,0,0,181706,Estable,1
4,1/05/2025 11:32,2132401,6,39,Empleado,2350000,1000000,317008,95.227787,786.0,11,9,0.0,185885.72,131368.0,0.0,6,0,3,2038750,Creciente,1
4,14/04/2025 16:39,1979381,6,37,Independiente,4000000,0,294177,95.227787,776.0,5,7,0.0,4604.238,1869.0,0.0,1,0,4,,,1
9,9/05/2025 12:30,878880,8,48,Independiente,5000000,2000000,91704,95.227787,759.0,5,3,0.0,855.264,7248.0,0.0,3,0,2,,,1
4,9/01/2025 13:33,3874680,12,43,Empleado,1500000,800000,303654,95.227787,794.0,2,4,0.0,-100.5,375.0,0.0,1,0,0,,,1
4,4/03/2025 11:08,1163880,6,42,Empleado,3500000,600000,172986,89.979287,833.0,6,2,0.0,-10543.388,39341.0,0.0,2,0,1,3117480,Creciente,1
4,28/11/2025 15:07,5218080,36,43,Empleado,7087000,1379000,191853,95.227787,811.0,2,7,0.0,16477.578,40989.0,0.0,2,0,0,3000044,Estable,1
4,14/04/2025 17:44,3564659,10,41,Independiente,2900000,1000000,329836,95.227787,781.0,6,3,0.0,76.096,58.0,0.0,1,0,1,,,1
4,15/07/2025 09:10,1752000,6,58,Independiente,6000000,2000000,262410,95.227787,775.0,6,2,0.0,7568.474,15836.0,0.0,0,5,1,,,1
4,24/01/2025 18:05,960001,12,42,Empleado,2500000,1000000,75091,95.227787,765.0,2,5,0.0,1118.936,1378.0,0.0,0,1,1,,,1
4,7/09/2025 11:16,2250001,24,42,Independiente,8430000,4219000,102554,95.227787,805.0,12,15,0.0,336622.49,185945.0,0.0,2,3,5,,,1
4,28/03/2025 16:00,1021021,10,55,Independiente,1000000,400000,94481,95.227787,731.0,8,0,0.0,6234.424,9128.0,0.0,4,0,1,908526,Estable,1
4,16/06/2025 10:28,1319821,6,48,Empleado,2000000,800000,196297,95.227787,772.0,7,3,0.0,-2999.685,15383.0,0.0,0,1,4,,,1
4,26/07/2025 17:59,541789,6,67,Independiente,1910000,246000,81637,90.562453,784.0,6,2,0.0,69.72,830.0,0.0,2,0,1,,,1
4,5/05/2025 12:32,1550282,12,60,Independiente,2000000,1000000,122551,95.227787,853.0,8,8,0.0,36494.64,38990.0,0.0,3,0,3,,,1
4,20/08/2025 17:13,1132800,6,58,Independiente,3120000,2310000,170524,84.730786,827.0,7,2,0.0,7190.069,36131.0,0.0,1,1,3,,,1
4,30/09/2025 18:03,2075641,6,41,Empleado,3970000,0,314567,95.227787,826.0,2,2,0.0,3799.136,5522.0,0.0,2,0,0,300000,Estable,1
4,21/01/2025 18:39,5268964,12,41,Independiente,12000000,7000000,365900,95.227787,753.0,6,3,0.0,16935.572,8623.0,0.0,1,0,0,1764219,Creciente,1
4,19/12/2024 16:15,2395081,12,41,Independiente,5000000,2000000,187934,95.227787,769.0,11,2,0.0,172236.672,141642.0,0.0,10,0,0,7448742,Decreciente,1
4,12/05/2025 15:22,1069817,6,39,Empleado,1400000,600000,160220,95.227787,809.0,2,5,0.0,58.65,1150.0,0.0,1,0,0,1000000,Creciente,1
4,23/01/2025 10:13,719881,6,38,Empleado,1000000,250000,106845,95.227787,756.0,5,2,0.0,424.2,808.0,0.0,0,0,4,908526,Creciente,1
4,23/01/2025 11:41,1782960,12,38,Empleado,1900000,800000,123817,95.227787,799.0,5,4,0.0,139.755,605.0,0.0,1,0,3,761736,Creciente,1
4,19/01/2025 16:26,2537880,12,62,Independiente,3500000,1500000,176242,95.227787,838.0,9,0,0.0,-2948.178,7738.0,0.0,6,0,2,,,1
4,10/03/2025 16:15,2376001,12,64,Independiente,3500000,1000000,186883,95.227787,841.0,1,2,0.0,274.26,420.0,0.0,0,0,1,,,1
4,12/06/2025 15:51,362701,6,56,Empleado,1300000,300000,53944,95.227787,794.0,4,5,0.0,13461.055,11171.0,0.0,1,0,1,908526,Creciente,1
4,1/04/2025 13:13,8400001,24,55,Empleado,11000000,7000000,369186,95.227787,780.0,16,10,0.0,574875.312,451946.0,0.0,7,2,2,8799583,Creciente,1
4,10/01/2025 12:26,8400000,18,63,Empleado,3000000,1000000,462820,95.227787,898.0,5,1,0.0,-600.372,2754.0,0.0,2,2,0,908526,Estable,1
4,1/12/2024 12:43,1721281,12,49,Empleado,4000000,1200000,134782,95.227787,769.0,6,2,0.0,6208.319,4226.0,0.0,3,0,0,,,1
4,11/01/2025 16:01,2178001,6,61,Independiente,2000000,700000,322932,95.227787,840.0,2,2,0.0,2263.26,1689.0,0.0,0,0,1,,,1
4,18/02/2025 17:48,4341061,12,43,Empleado,4100000,1000000,340628,91.728786,766.0,2,4,0.0,25724.04,25330.0,0.0,1,0,1,998173,Estable,1
9,29/05/2025 09:23,2035203,10,41,Empleado,3500000,900000,173251,95.227787,783.0,7,3,0.0,302350.61,187214.0,0.0,4,0,2,,,1
4,5/05/2025 09:59,1080002,6,62,Empleado,4760000,1500000,161759,95.227787,744.0,32,4,0.0,87443.29,48851.0,0.0,28,0,4,946640,Creciente,1
4,23/02/2025 19:00,459120,6,59,Independiente,1100000,500000,68304,95.227787,870.0,3,2,0.0,0,0.0,0.0,1,0,0,1105623,Creciente,1
4,7/11/2025 12:08,2569537,6,39,Empleado,1590000,546000,393309,95.227787,722.0,8,6,0.0,18454.686,16869.0,0.0,1,0,6,1491577,Creciente,1
4,27/10/2025 16:32,1124281,12,65,Empleado,2090000,1051000,93554,95.227787,796.0,7,7,0.0,102366.396,46410.0,0.0,2,2,3,990852,Creciente,1
4,6/03/2025 15:08,648595,6,60,Independiente,1500000,50000,96661,95.227787,801.0,0,2,0.0,0,,,0,0,0,469405,Decreciente,1
4,25/10/2025 16:55,4824000,36,48,Independiente,4080000,1055000,176029,95.227787,846.0,4,4,0.0,-10758.437,42863.0,0.0,0,2,2,859578,Decreciente,1
4,17/08/2025 16:51,3130218,12,46,Independiente,1370000,290000,253524,95.227787,791.0,2,0,0.0,793.065,581.0,0.0,0,0,2,,,1
4,22/03/2025 15:49,2646732,18,45,Empleado,1400000,200000,147790,95.227787,809.0,11,13,0.0,-2340.049,7834.0,0.0,4,1,5,1357033,Creciente,1
9,5/01/2025 09:49,5511176,9,41,Independiente,17000000,14000000,520291,95.227787,802.0,2,4,0.0,0,0.0,0.0,0,0,0,1326464,Decreciente,1
4,24/12/2024 11:42,2880002,12,50,Empleado,4500000,2800000,226108,95.227787,871.0,2,3,0.0,28299.824,17426.0,0.0,1,0,1,5099977,Creciente,1
4,10/01/2025 11:38,4351200,12,45,Empleado,1000000,200000,341424,95.227787,830.0,3,1,0.0,24.19,295.0,0.0,1,0,2,,,1
10,5/05/2025 15:12,1708441,12,40,Empleado,1500000,200000,135054,95.227787,760.0,5,4,0.0,-59.708,1357.0,0.0,0,0,2,1399321,Creciente,1
4,9/04/2025 11:39,2016002,12,58,Independiente,1800000,178000,159837,95.227787,802.0,8,3,0.0,5213.97,2826.0,0.0,1,0,6,,,1
4,12/08/2025 16:21,3516001,6,51,Independiente,3270000,698000,531048,95.227787,784.0,7,7,0.0,5540.784,3891.0,0.0,4,0,3,1752960,Estable,1
4,18/05/2025 14:33,1262341,6,48,Independiente,1200000,200000,187662,95.227787,768.0,5,2,0.0,1564.272,2556.0,0.0,0,0,0,1000000,Estable,1
4,21/09/2025 15:42,2378401,6,47,Independiente,10310000,6329000,359228,95.227787,799.0,5,4,0.0,501811.131,343471.0,0.0,4,0,0,977131,Creciente,1
9,26/12/2024 18:11,3214553,11,41,Independiente,3000000,1000000,248676,25.419455,821.0,5,1,0.0,-1356.498,52173.0,0.0,2,1,1,,,0
4,28/12/2024 14:45,1134001,12,45,Empleado,1670000,500000,89030,95.227787,792.0,7,3,0.0,7165.5,9554.0,0.0,2,0,1,1777080,Creciente,1
9,5/04/2025 15:38,1498993,5,55,Independiente,4000000,2000000,243182,95.227787,815.0,7,3,0.0,38266.88,59792.0,0.0,2,0,4,,,1
9,13/07/2025 11:54,2239777,11,56,Independiente,3000000,2300000,175057,81.231786,797.0,6,7,0.0,-26.056,13028.0,0.0,2,0,2,,,1
4,25/12/2024 16:07,2078281,12,57,Empleado,2500000,430000,163143,95.227787,820.0,5,2,0.0,3439.722,2717.0,0.0,3,0,2,950000,Estable,1
4,25/01/2025 19:03,2520002,6,38,Empleado,3441000,1500000,374651,95.227787,814.0,6,0,0.0,154075.114,91766.0,0.0,4,0,2,,,1
4,14/01/2025 12:24,962846,10,37,Empleado,4500000,1000000,88909,95.227787,836.0,3,2,0.0,60514.44,35430.0,0.0,2,0,0,4647897,Creciente,1
9,4/01/2025 10:22,2555179,9,44,Independiente,7000000,1500000,238632,95.227787,826.0,9,2,0.0,139108.123,101945.0,0.0,7,0,1,2833333,Decreciente,1
9,25/05/2025 17:17,929391,3,38,Independiente,6000000,2000000,246833,88.229786,831.0,8,4,0.0,357158.75,219790.0,0.0,5,0,1,8127953,Creciente,1
9,4/09/2025 09:23,1526747,9,68,Independiente,1344000,138000,144433,95.227787,781.0,1,7,0.0,15673.644,0.0,0.0,0,0,1,,,1
4,10/02/2025 15:25,935041,12,64,Independiente,2000000,0,73674,95.227787,788.0,5,2,0.0,10179.39,9105.0,0.0,2,0,2,923771,Creciente,1
4,13/12/2025 15:29,2148000,12,38,Empleado,1867000,0,179584,95.227787,791.0,0,1,0.0,0,,,0,0,0,,,1
9,12/01/2025 16:10,2482446,10,55,Empleado,1117000,700000,210550,85.538247,712,3,1,0,0,0,,0,0,3,,,1
4,25/12/2024 11:51,1176000,18,55,Independiente,1500000,300000,65024,95.227787,740.0,2,0,0.0,-117.458,281.0,0.0,0,0,2,,,1
4,11/05/2025 10:06,762000,6,53,Empleado,2104355,800000,113747,95.227787,775.0,4,4,0.0,-29651.85,65893.0,0.0,1,0,1,2093994,Creciente,1
4,29/12/2024 16:31,1235989,12,52,Independiente,5000000,1000000,85833,95.227787,856.0,12,6,0.0,54023.216,79916.0,0.0,9,0,1,,,1
4,10/03/2025 16:04,1980000,10,43,Independiente,5500000,800000,184170,95.227787,750.0,8,8,0.0,17029.416,34968.0,0.0,3,3,1,850000,Creciente,1
4,8/12/2025 11:02,2304000,24,39,Empleado,1566000,215000,112136,95.227787,781.0,3,2,0.0,-773.598,1582.0,0.0,0,0,3,1000000,Estable,1
4,15/01/2025 15:17,1400642,6,59,Empleado,5000000,1200000,207749,95.227787,829.0,5,6,0.0,7806.168,13032.0,0.0,3,0,0,8399313,Creciente,1
9,7/05/2025 16:58,1604400,5,57,Independiente,4000000,2000000,260433,95.227787,822.0,8,6,0.0,-15925.382,38099.0,0.0,4,0,2,,,1
4,23/01/2025 17:25,1832280,12,59,Independiente,1500000,650000,127242,95.227787,762.0,10,7,0.0,-2701.365,5287.0,0.0,3,0,3,,,1
4,27/09/2025 12:39,4583761,6,58,Independiente,5440000,4809000,688853,95.227787,853.0,11,8,0.0,-24715.152,80244.0,0.0,9,0,1,,,1
4,17/04/2025 08:17,2513700,6,60,Empleado,2300000,300000,373353,34.294788,845.0,3,2,0.0,17325.975,45475.0,0.0,1,1,1,2434027,Creciente,0
4,22/04/2025 15:57,1521600,12,53,Empleado,5000000,1000000,119741,95.227787,872.0,14,4,0.0,-51457.824,182217.0,0.0,4,0,6,,,1
4,28/11/2024 16:02,2544002,12,51,Independiente,2000000,800000,198954,95.227787,820.0,0,3,0.0,0,,,0,0,0,,,1
4,21/01/2025 17:55,898560,6,51,Independiente,2800000,900000,124800,95.227787,783.0,5,6,0.0,9000.992,32032.0,0.0,3,0,0,,,1
4,20/12/2024 10:14,1574401,10,54,Independiente,3000000,1000000,145145,95.227787,833.0,5,6,0.0,39336.21,12709.0,0.0,5,0,0,,,1
4,16/03/2025 09:13,2944329,12,53,Independiente,8000000,1200000,231607,95.227787,790.0,5,2,0.0,-6388.668,21879.0,0.0,2,0,1,,,1
4,24/02/2025 15:30,9600001,6,49,Independiente,10000000,2000000,1426834,95.227787,870.0,8,5,0.0,141099.035,131907.0,0.0,6,0,1,,,1
4,2/01/2025 12:59,2841360,12,56,Independiente,3200000,400000,197317,95.227787,865.0,5,2,0.0,16543.946,8679.0,0.0,5,0,0,1137672,Creciente,1
4,17/03/2025 12:25,3576000,12,53,Independiente,8000000,1500000,281295,95.227787,753.0,6,6,0.0,-8113.642,20593.0,0.0,4,0,1,995100,Creciente,1
4,3/03/2025 17:28,1173481,12,55,Empleado,1400000,500000,92308,86.230357,752.0,4,3,0.0,19926.156,16858.0,0.0,2,0,1,1000000,Creciente,1
4,28/11/2024 17:31,2893800,6,43,Empleado,2450000,700000,428628,95.227787,790.0,4,2,0.0,8012.979,16659.0,0.0,2,0,0,2340387,Creciente,1
4,15/03/2025 08:14,2778361,12,64,Empleado,8000000,3000000,218280,95.227787,910.0,10,1,0.0,172014.552,263826.0,0.0,5,3,0,5046867,Creciente,1
4,17/04/2025 14:54,1161660,6,59,Independiente,1200000,600000,172538,95.227787,842.0,3,2,0.0,2928.42,33660.0,0.0,3,0,0,939017,Creciente,1
4,30/01/2025 08:17,2897701,6,60,Empleado,6000000,3000000,430093,89.979287,871.0,6,0,0.0,186056.349,236386.0,0.0,3,0,1,5168099,Decreciente,1
4,27/03/2025 15:21,7790100,6,58,Empleado,2000000,400000,1157042,95.227787,865.0,2,2,0.0,-262.756,652.0,0.0,2,0,0,935968,Creciente,1
4,23/01/2025 18:54,1657200,12,58,Empleado,6000000,2000000,129786,95.227787,775.0,14,6,0.0,31855.824,234884.0,0.0,2,8,2,5353458,Creciente,1
4,6/09/2025 16:52,8152562,18,54,Independiente,2210000,1004000,465271,95.227787,720.0,8,5,0.0,43607.628,24876.0,0.0,7,0,0,1120726,Creciente,1
4,8/12/2024 08:09,3788784,18,49,Empleado,2200000,800000,208703,95.227787,858.0,4,5,0.0,-21451.504,43249.0,0.0,2,1,1,2121131,Creciente,1
4,7/12/2024 11:30,2373601,12,46,Empleado,5000000,1500000,185861,95.227787,866.0,2,0,0.0,21.489,39.0,0.0,0,0,0,1526800,Estable,1
4,11/01/2025 15:36,2373601,12,43,Independiente,2500000,1500000,185892,95.227787,816.0,3,3,0.0,1664.88,1982.0,0.0,2,0,0,,,1
4,26/01/2025 16:34,2997062,12,42,Empleado,1200000,300000,235169,95.227787,855.0,4,2,0.0,0,0.0,0.0,2,0,0,991119,Estable,1
4,25/08/2025 11:19,2228881,12,39,Empleado,2000000,127000,179432,95.227787,851.0,3,5,0.0,0,0.0,0.0,1,0,0,2000000,Estable,1
4,27/07/2025 11:07,3943682,24,61,Independiente,3000000,300000,171793,95.227787,813.0,7,0,0.0,27431.745,14415.0,0.0,6,0,1,,,1
4,14/01/2025 08:07,499200,8,60,Empleado,2500000,1000000,56544,95.227787,746.0,25,7,0.0,5411.194,70298.0,0.0,14,0,5,908526,Estable,1
4,23/12/2024 14:40,1345082,10,53,Independiente,1300000,500000,124337,95.227787,775.0,10,0,0.0,200062.119,104573.0,0.0,5,0,2,,,1
4,4/05/2025 16:29,3488661,6,52,Independiente,3000000,0,518663,89.979287,709.0,3,9,0.0,34080.444,24378.0,0.0,2,0,1,970172,Creciente,1
4,8/01/2025 13:48,1530961,6,46,Empleado,1300000,500000,212633,95.227787,805.0,1,2,0.0,0,0.0,0.0,0,0,0,916148,Creciente,1
4,15/01/2025 16:26,564001,6,50,Empleado,1100000,500000,78333,95.227787,793.0,2,6,0.0,1960.263,1557.0,0.0,0,2,0,1041885,Creciente,1
4,17/01/2025 08:00,4541880,12,54,Empleado,3000000,1200000,315408,95.227787,827.0,4,1,0.0,709.925,1945.0,0.0,3,0,0,,,1
4,25/03/2025 17:39,1961393,6,50,Independiente,15000000,7500000,291504,49.161959,876.0,9,8,0.0,231026.26,122715.0,0.0,5,0,3,917673,Creciente,0
4,22/01/2025 16:52,1105920,8,57,Empleado,1800000,500000,125266,95.227787,748.0,7,4,0.0,1088.304,2296.0,0.0,2,0,1,,,1
4,27/01/2025 08:02,656040,8,41,Empleado,1400000,500000,74341,95.227787,782.0,6,1,0.0,4972.395,4541.0,0.0,4,0,1,1272000,Estable,1
4,16/03/2025 16:21,2946002,10,54,Independiente,5600000,3500000,274049,95.227787,764.0,5,4,0.0,27672.894,15909.0,0.0,3,0,1,1932531,Creciente,1
4,10/03/2025 16:10,1542842,6,39,Independiente,2500000,700000,229143,95.227787,778.0,6,3,0.0,29819.157,16557.0,0.0,1,0,1,,,1
9,4/05/2025 14:17,1035600,3,53,Independiente,5000000,2000000,274934,95.227787,835.0,6,2,0.0,-4511.476,27509.0,0.0,3,0,1,,,1
4,4/05/2025 11:24,480000,6,67,Empleado,1100000,650000,71535,95.227787,896.0,2,1,0.0,-25.507,25507.0,0.0,2,0,0,946640,Creciente,1
4,8/02/2025 11:59,788402,6,67,Empleado,2500000,500000,117019,95.227787,842.0,3,1,0.0,0,0.0,0.0,2,0,0,,,1
4,13/07/2025 13:09,9600001,36,62,Empleado,3000000,150000,329607,95.227787,866.0,2,5,0.0,25022.848,20578.0,0.0,2,0,0,988565,Creciente,1
9,21/03/2025 09:43,1269000,5,66,Empleado,5000000,2000000,205870,95.227787,798.0,1,3,0.0,0,0.0,0.0,0,0,0,931394,Creciente,1
4,15/04/2025 11:53,1307582,6,67,Empleado,4900000,1200000,194211,62.667613,856.0,14,0,0.0,113029.684,195892.0,0.0,12,0,1,,,0
4,6/04/2025 16:51,1199881,6,68,Independiente,2000000,700000,178387,95.227787,781.0,4,4,0.0,3299.268,3801.0,0.0,3,0,0,941789,Creciente,1
4,25/03/2025 11:02,2778361,12,63,Independiente,1800000,500000,218262,95.227787,903.0,6,0,0.0,5602.459,8713.0,0.0,4,0,1,,,1
4,14/01/2025 14:01,3327242,12,65,Empleado,5000000,1200000,231058,95.227787,847.0,4,4,0.0,9235.21,4805.0,0.0,2,0,0,916148,Creciente,1
4,29/01/2025 12:48,1694160,12,65,Empleado,1800000,350000,133100,95.227787,858.0,6,1,0.0,9095.224,9032.0,0.0,5,0,1,923771,Creciente,1
4,31/03/2025 10:28,1399200,12,64,Empleado,3000000,600000,110109,95.227787,772,2,0,0,76.63,0,0,0,0,1,,,1
4,24/02/2025 18:17,820575,6,64,Empleado,1500000,10000,122078,95.227787,871.0,2,3,0.0,322.542,543.0,0.0,1,0,0,923771,Creciente,1
4,18/01/2025 16:14,1765082,12,63,Empleado,4000000,1980000,122575,95.227787,823.0,6,9,0.0,94412.292,52364.0,0.0,2,0,3,,,1
4,8/06/2025 16:26,1282680,6,63,Empleado,1200000,300000,191460,95.227787,791.0,1,2,0.0,71.289,267.0,0.0,0,0,1,954263,Creciente,1
4,18/01/2025 13:56,2004960,6,59,Empleado,3000000,1350000,278467,95.227787,860.0,10,2,0.0,-9922.15,17424.0,0.0,6,0,2,,,1
4,18/12/2024 16:05,2976959,12,54,Empleado,6000000,2600000,233592,95.227787,861.0,16,6,0.0,-14694.152,166979.0,0.0,10,0,1,7977074,Creciente,1
4,25/01/2025 12:05,830400,8,53,Independiente,4000000,1000000,94267,90.562453,832.0,2,3,0.0,317.442,831.0,0.0,0,0,2,,,1
4,1/04/2025 15:28,1249080,6,47,Empleado,2200000,1200000,185691,95.227787,736.0,10,3,0.0,5034.447,19899.0,0.0,4,0,1,2097320,Creciente,1
4,20/01/2025 11:09,707520,6,45,Empleado,2600000,1200000,104904,95.227787,810.0,8,2,0.0,-12823.788,26772.0,0.0,3,0,2,835833,Estable,1
4,23/10/2025 19:23,3806880,6,44,Independiente,4090000,964000,575718,95.227787,841.0,7,0,0.0,-8618.082,46086.0,0.0,5,0,2,1266666,Creciente,1
4,5/07/2025 14:46,1620062,6,40,Independiente,2000000,750000,240184,95.227787,769.0,6,3,0.0,2557.638,1359.0,0.0,3,0,2,958420,Creciente,1
4,27/12/2024 17:03,1827481,12,38,Independiente,2000000,590000,126908,95.227787,760.0,5,5,0.0,1222.848,1056.0,0.0,2,0,2,616333,Estable,1
4,8/06/2025 17:57,3205801,6,65,Empleado,3000000,1000000,476798,95.227787,880.0,2,2,0.0,776.664,552.0,0.0,1,0,0,954263,Creciente,1
4,25/04/2025 13:42,1698840,12,62,Empleado,1000000,0,133689,95.227787,810.0,6,4,0.0,-267.547,1033.0,0.0,1,0,5,939017,Creciente,1
4,11/12/2024 14:30,2331600,12,59,Empleado,1700000,1000000,182603,95.227787,820.0,5,2,0.0,-1313.25,10506.0,0.0,4,0,0,1733900,Creciente,1
9,25/06/2025 10:59,950029,9,59,Empleado,1200000,700000,89064,95.227787,823.0,1,3,0.0,0,0.0,0.0,0,0,1,908526,Estable,1
4,30/10/2025 17:23,417601,8,62,Independiente,1450000,59000,48953,95.227787,791.0,1,6,0.0,384.975,295.0,0.0,0,0,1,,,1
9,18/04/2025 12:22,821209,2,57,Independiente,5000000,2000000,323939,95.227787,859.0,3,2,0.0,0,0.0,0.0,1,0,1,908526,Estable,1
4,14/03/2025 13:52,540001,6,53,Empleado,1560000,0,80259,95.227787,809.0,8,2,0.0,1181.348,868.0,0.0,4,0,3,1056583,Creciente,1
4,28/08/2025 12:14,1603200,12,47,Independiente,2140000,191000,129847,95.227787,750.0,4,6,0.0,3732.754,9481.0,0.0,4,0,0,,,1
4,12/01/2025 13:17,1135681,6,45,Empleado,3200000,1200000,168387,95.227787,717.0,13,15,0.0,23432.344,25142.0,0.0,6,0,3,1900000,Estable,1
4,12/08/2025 13:00,10392000,10,44,Independiente,3460000,1030000,981676,95.227787,815.0,6,4,0.0,-4042.472,13657.0,0.0,2,1,1,1327795,Creciente,1
4,12/05/2025 17:22,1200002,6,46,Independiente,2500000,0,178838,95.227787,834.0,9,4,0.0,14096.407,7801.0,0.0,5,0,3,33334,Estable,1
4,18/02/2025 11:59,1631880,6,43,Empleado,4000000,500000,242379,95.227787,866.0,4,2,0.0,239.463,36.0,0.0,3,0,0,1740083,Decreciente,1
4,10/05/2025 08:15,3569882,6,43,Empleado,3000000,1700000,530707,32.400287,700.0,4,8,0.0,4340.514,2658.0,0.0,1,0,3,616795,Creciente,0
4,18/01/2025 19:06,3844202,12,38,Independiente,1500000,500000,266958,95.227787,753.0,2,2,0.0,211.56,410.0,0.0,0,0,1,,,1
4,26/12/2024 17:09,1477082,12,52,Empleado,2000000,500000,115901,95.227787,761.0,3,2,0.0,56173.824,31104.0,0.0,0,1,1,1043556,Decreciente,1
9,14/03/2025 12:38,1489775,9,63,Empleado,3300000,1000000,139265,95.227787,860.0,3,2,0.0,0,0.0,0.0,2,0,0,923771,Creciente,1
9,18/05/2025 13:27,1674078,9,63,Empleado,1500000,600000,156869,91.410695,804.0,3,1,0.0,-6396.1,578.0,0.0,1,0,2,641864,Decreciente,1
4,1/07/2025 16:53,924480,6,50,Independiente,3800000,500000,137060,95.227787,811.0,4,3,0.0,-534.65,1850.0,0.0,2,0,2,,,1
10,30/05/2025 16:09,3539040,6,48,Empleado,5000000,1000000,528258,95.227787,743.0,9,6,0.0,-4182.41,20402.0,0.0,0,0,8,954263,Creciente,1
4,25/02/2025 15:55,734402,6,48,Independiente,2000000,500000,109449,95.227787,750.0,14,8,0.0,164513.895,104368.0,0.0,3,3,8,1519410,Creciente,1
9,2/02/2025 17:49,780644,11,37,Empleado,2000000,1000000,60736,95.227787,841.0,5,3,0.0,112148.698,10591.0,0.0,3,0,2,2307802,Creciente,1
4,25/06/2025 13:50,2904000,6,63,Independiente,2000000,200000,433492,95.227787,813.0,4,5,0.0,256.158,798.0,0.0,2,0,0,,,1
9,2/01/2025 11:33,1498993,3,52,Independiente,4000000,2000000,397569,95.227787,822,7,0,0,8091.972,13692,,2,0,2,,,1
9,13/12/2024 11:18,3625079,9,49,Empleado,4000000,2000000,338065,95.227787,861.0,12,4,0.0,1646.172,8314.0,0.0,11,0,0,6029697,Decreciente,1
9,2/03/2025 11:34,821209,9,67,Empleado,4000000,2000000,76767,95.227787,885.0,8,6,0.0,91059.727,80483.0,0.0,5,2,0,2119704,Creciente,1
4,5/01/2025 14:12,1043521,6,64,Independiente,1800000,85000,154779,95.227787,802.0,2,0,0.0,174.96,324.0,0.0,0,0,1,,,1
9,10/01/2025 12:47,1462982,10,60,Empleado,3800000,1500000,124083,95.227787,686,7,1,50,978.351,29647,,1,0,6,,,1
9,3/07/2025 11:12,1660523,9,63,Empleado,1600000,500000,155822,95.227787,850.0,2,0,0.0,0,0.0,0.0,1,0,0,908526,Estable,1
9,14/06/2025 15:44,1924664,10,56,Independiente,2500000,1000000,163841,95.227787,862.0,9,4,0.0,-2329.36,7972.0,0.0,7,1,1,1677433,Creciente,1
4,12/06/2025 12:44,1261982,10,55,Independiente,3000000,1000000,117026,95.227787,836.0,6,2,0.0,110095.836,67668.0,0.0,5,0,0,,,1
9,14/12/2024 16:37,4149488,11,54,Empleado,8217625,4110000,350914,95.227787,846.0,9,3,0.0,-16702.719,118459.0,0.0,5,1,0,3367625,Creciente,1
9,28/02/2025 10:31,1193591,9,54,Empleado,3400000,1400000,111578,95.227787,853.0,0,1,0.0,0,,,0,0,0,916841,Creciente,1
9,5/02/2025 11:43,1497976,10,53,Empleado,2600000,1400000,127051,95.227787,846.0,6,3,0.0,87924.468,68477.0,0.0,4,1,1,2625833,Creciente,1
4,24/09/2025 17:51,1611761,12,57,Empleado,2280000,259000,131732,95.227787,803.0,2,2,0.0,11159.424,6458.0,0.0,0,1,1,2320708,Creciente,1
4,3/02/2025 12:30,816000,6,53,Empleado,2000000,800000,121391,95.227787,749.0,10,10,0.0,-15481.392,36569.0,0.0,3,2,5,1640000,Creciente,1
9,29/12/2024 19:08,2317928,10,54,Independiente,6400000,2800000,196596,88.229786,859,7,0,0,68432.967,65361,,2,0,3,,,1
4,25/10/2025 11:06,2040002,24,60,Empleado,1850000,303000,97165,95.227787,767.0,6,8,0.0,8822.061,5337.0,0.0,0,0,4,1033726,Creciente,1
4,24/09/2025 13:33,981772,6,50,Empleado,1880000,599000,149031,95.227787,708.0,9,2,0.0,2713.356,4002.0,0.0,1,0,8,,,1
4,9/09/2025 16:07,1656361,12,65,Independiente,3110000,918000,132937,95.227787,772.0,3,8,0.0,11695.085,11545.0,0.0,2,0,1,,,1
9,14/09/2025 12:53,2385207,5,63,Empleado,4090000,688000,389656,95.227787,862.0,11,5,0.0,177794.864,41791.0,0.0,6,1,2,3668210,Decreciente,1
9,20/04/2025 18:56,2665534,9,56,Empleado,3000000,1000000,249534,95.227787,893.0,1,2,0.0,0,0.0,0.0,1,0,0,3003081,Creciente,1
4,17/01/2025 11:54,1908001,12,43,Empleado,1174000,600000,150149,95.227787,734.0,8,2,0.0,22383.477,1361.0,0.0,0,2,6,1245248,Creciente,1
9,26/12/2024 14:50,1821299,10,39,Independiente,3855044,1587777,154474,95.227787,917,7,0,0,130425.19,75565,,4,0,2,,,1
9,20/06/2025 14:27,1627824,8,67,Empleado,6000000,40000000,170070,95.227787,833.0,2,0,0.0,14459.548,8612.0,0.0,1,0,0,954263,Creciente,1
9,24/06/2025 16:07,6406304,8,63,Empleado,3750000,3500000,727513,95.227787,831.0,6,2,0.0,18289.055,50107.0,0.0,6,0,0,3507500,Estable,1
